RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
741,1.44,0.00,254.00
742,1.45,0.00,250.00
743,1.45,0.00,254.00
744,1.45,0.00,256.00
745,1.45,0.00,254.00
746,1.45,0.00,256.00
747,1.44,0.00,254.00
748,1.45,0.00,252.00
749,1.45,0.00,254.00
750,1.45,0.00,256.00
751,1.44,0.00,254.00
752,1.44,0.00,256.00
753,1.44,0.00,255.00
754,1.44,0.00,256.00
755,1.44,0.00,254.00
756,1.44,0.00,256.00
757,1.44,0.00,253.00
758,1.44,0.00,256.00
759,1.44,0.00,254.00
760,1.44,0.00,253.00
761,1.44,0.00,127.50
762,1.44,0.00,253.00
763,1.44,0.00,254.00
764,1.44,0.00,256.00
765,1.44,0.00,253.00
766,1.44,0.00,249.00
767,1.44,0.00,126.00
768,1.44,0.00,256.00
769,1.44,0.00,253.00
770,1.44,0.00,249.00
771,1.44,0.00,248.00
772,1.44,0.00,249.00
773,1.44,0.00,253.00
774,1.44,0.00,256.00
775,1.44,0.00,254.00
776,1.44,0.00,256.00
777,1.44,0.00,252.00
778,1.44,0.00,256.00
779,1.44,0.00,254.00
780,1.44,0.00,256.00
781,1.44,0.00,252.00
782,1.44,0.00,256.00
783,1.44,0.00,253.00
784,1.44,0.00,256.00
785,1.44,0.00,254.00
786,1.44,0.00,256.00
787,1.44,0.00,254.00
788,1.44,0.00,256.00
789,1.44,0.00,252.00
790,1.44,0.00,256.00
791,1.43,0.00,253.00
792,1.43,0.00,256.00
793,1.43,0.00,253.00
794,1.43,0.00,251.00
795,1.43,0.00,127.00
796,1.43,0.00,256.00
797,1.43,0.00,253.00
798,1.43,0.00,256.00
799,1.43,0.00,254.00
800,1.43,0.00,256.00
801,1.43,0.00,252.00
802,1.43,0.00,256.00
803,1.43,0.00,253.00
804,1.43,0.00,256.00
805,1.43,0.00,253.00
806,1.43,0.00,256.00
807,1.43,0.00,255.00
808,1.43,0.00,256.00
809,1.43,0.00,253.00
810,1.43,0.00,256.00
811,1.43,0.00,253.00
812,1.43,0.00,256.00
813,1.43,0.00,252.00
814,1.43,0.00,256.00
815,1.42,0.00,253.00
816,1.42,0.00,256.00
817,1.42,0.00,253.00
818,1.42,0.00,256.00
819,1.42,0.00,255.00
820,1.42,0.00,256.00
821,1.42,0.00,253.00
822,1.42,0.00,256.00
823,1.42,0.00,252.00
824,1.42,0.00,256.00
825,1.42,0.00,254.00
826,1.42,0.00,256.00
827,1.42,0.00,253.00
828,1.42,0.00,249.00
829,1.42,0.00,246.00
830,1.42,0.00,124.50
831,1.42,0.00,124.00
832,1.42,0.00,126.00
833,1.42,0.00,255.00
834,1.42,0.00,256.00
835,1.42,0.00,252.00
836,1.42,0.00,256.00
837,1.42,0.00,254.00
838,1.42,0.00,256.00
839,1.42,0.00,254.00
840,1.42,0.00,256.00
841,1.42,0.00,252.00
842,1.42,0.00,256.00
843,1.42,0.00,252.00
844,1.42,0.00,256.00
845,1.42,0.00,253.00
846,1.42,0.00,256.00
847,1.42,0.00,253.00
848,1.42,0.00,256.00
849,1.41,0.00,253.00
850,1.41,0.00,256.00
851,1.41,0.00,253.00
852,1.41,0.00,252.00
853,1.41,0.00,253.00
854,1.41,0.00,256.00
855,1.41,0.00,255.00
856,1.41,0.00,251.00
857,1.42,0.00,250.00
858,1.42,0.00,127.00
859,1.42,0.00,255.00
860,1.42,0.00,256.00
861,1.42,0.00,254.00
862,1.42,0.00,252.00
863,1.42,0.00,254.00
864,1.42,0.00,256.00
865,1.42,0.00,253.00
866,1.42,0.00,250.00
867,1.42,0.00,253.00
868,1.42,0.00,256.00
869,1.42,0.00,253.00
870,1.42,0.00,251.00
871,1.42,0.00,253.00
872,1.42,0.00,250.00
873,1.42,0.00,126.50
874,1.42,0.00,125.50
875,1.42,0.00,126.50
876,1.42,0.00,256.00
877,1.42,0.00,253.00
878,1.42,0.00,256.00
879,1.42,0.00,252.00
880,1.42,0.00,249.00
881,1.42,0.00,126.50
882,1.42,0.00,256.00
883,1.42,0.00,255.00
884,1.42,0.00,256.00
885,1.42,0.00,254.00
886,1.42,0.00,256.00
887,1.42,0.00,252.00
888,1.42,0.00,251.00
889,1.42,0.00,247.00
890,1.42,0.00,124.00
891,1.42,0.00,252.00
892,1.42,0.00,256.00
893,1.42,0.00,254.00
894,1.42,0.00,256.00
895,1.42,0.00,253.00
